SettlementPoint,Year,Month,AveragePrice
LZ_SOUTH,2019,7,31.13216397849467
LZ_SOUTH,2019,8,127.1090188172042
LZ_SOUTH,2019,9,81.00911111111105
LZ_SOUTH,2019,10,32.94211021505377
LZ_SOUTH,2019,11,25.80370833333333
LZ_SOUTH,2019,12,19.786881720430113
LZ_WEST,2016,1,19.51926075268816
LZ_WEST,2016,2,15.044482758620699
LZ_WEST,2016,3,16.00265141318978
LZ_WEST,2016,4,17.153666666666663
LZ_WEST,2016,5,17.737526881720434
LZ_WEST,2016,6,23.48876388888888
LZ_WEST,2016,7,27.178790322580664
LZ_WEST,2016,8,30.01056451612905
LZ_WEST,2016,9,26.767666666666685
LZ_WEST,2016,10,25.182258064516123
LZ_WEST,2016,11,19.343138888888898
LZ_WEST,2016,12,25.165819892473102
LZ_WEST,2017,1,23.231370967741938
LZ_WEST,2017,2,18.47705357142856
LZ_WEST,2017,3,20.251197846567983
LZ_WEST,2017,4,20.388569444444446
LZ_WEST,2017,5,22.86779569892472
LZ_WEST,2017,6,27.51231944444447
LZ_WEST,2017,7,31.130174731182798
LZ_WEST,2017,8,27.213911290322564
LZ_WEST,2017,9,27.011777777777755
LZ_WEST,2017,10,22.173319892473113
LZ_WEST,2017,11,22.152916666666673
LZ_WEST,2017,12,21.87225806451613
LZ_WEST,2018,1,37.29330645161292
LZ_WEST,2018,2,22.12410714285712
LZ_WEST,2018,3,22.30162853297446
LZ_WEST,2018,4,21.128125000000004
LZ_WEST,2018,5,49.600120967741965
LZ_WEST,2018,6,57.96752777777783
LZ_WEST,2018,7,101.47096774193538
LZ_WEST,2018,8,33.28985215053763
LZ_WEST,2018,9,27.10109722222224
LZ_WEST,2018,10,30.004556451612874
LZ_WEST,2018,11,31.22402777777777
LZ_WEST,2018,12,34.98084677419353
LZ_WEST,2019,1,27.461532258064498
LZ_WEST,2019,2,22.798958333333317
LZ_WEST,2019,3,31.282960969044446
LZ_WEST,2019,4,21.699236111111095
LZ_WEST,2019,5,28.8519892473118
LZ_WEST,2019,6,32.02677777777779
LZ_WEST,2019,7,32.07568548387098
LZ_WEST,2019,8,128.87646505376352
LZ_WEST,2019,9,83.471138888889
LZ_WEST,2019,10,49.38336021505375
LZ_WEST,2019,11,49.34084722222219
LZ_WEST,2019,12,39.502594086021524
