month_of_year,day_of_week,hour_of_day,Price,NormalizedPrice
1,0,0,18.482777777777777,0.017673307322275313
1,0,1,17.79,0.01597330526032414
1,0,2,17.725555555555555,0.01581516553363101
1,0,3,18.23611111111111,0.017068013885622294
1,0,4,19.857222222222227,0.021046045976058175
1,0,5,22.590555555555557,0.02775335162545656
1,0,6,37.28666666666667,0.06381602567902073
1,0,7,33.94,0.055603666079025615
1,0,8,28.433333333333326,0.04209089908779859
1,0,9,27.727777777777774,0.04035954173520999
1,0,10,25.374444444444446,0.0345847151638987
1,0,11,23.168888888888887,0.029172519345176822
1,0,12,22.033888888888892,0.026387351572469336
1,0,13,21.507222222222218,0.02509496828880475
1,0,14,21.111111111111107,0.02412295427904437
1,0,15,20.73555555555555,0.023201381389005075
1,0,16,21.729444444444443,0.025640277691194865
1,0,17,31.852222222222217,0.05048048424357049
1,0,18,33.79944444444444,0.055258757882013856
1,0,19,27.261666666666667,0.039215755263696736
1,0,20,25.528333333333332,0.03496234192505386
1,0,21,23.889444444444447,0.030940685082426773
1,0,22,21.945,0.02616922781151328
1,0,23,19.941666666666663,0.021253263548966398
1,1,0,17.176842105263162,0.014468681817150376
1,1,1,16.28842105263158,0.012288592227384421
1,1,2,16.38578947368421,0.012527523847115873
1,1,3,17.290526315789474,0.014747650627215208
1,1,4,19.71578947368421,0.020698985241931724
1,1,5,23.836842105263155,0.03081160460678205
1,1,6,42.91263157894737,0.07762153771784662
1,1,7,40.82,0.07248644517702352
1,1,8,32.18736842105263,0.05130289692385938
1,1,9,30.083684210526318,0.046140682415391085
1,1,10,27.056842105263154,0.038713137847414786
1,1,11,25.136315789473684,0.034000373088495406
1,1,12,23.909473684210525,0.030989834679879032
1,1,13,22.84894736842105,0.028387417308209376
1,1,14,21.968421052631573,0.0262267005524757
1,1,15,22.14578947368421,0.02666194355706761
1,1,16,23.718421052631584,0.030521012096297862
1,1,17,39.09578947368423,0.06825541822437353
1,1,18,44.15,0.08065790657183936
1,1,19,33.21368421052631,0.053821365348055816
1,1,20,29.261052631578945,0.044122033109227465
1,1,21,26.584736842105265,0.03755464237228444
1,1,22,23.64421052631579,0.030338907456394417
1,1,23,21.751052631578947,0.025693301855453595
1,2,0,20.77388888888889,0.023295447260917392
1,2,1,20.107777777777784,0.021660882327253033
1,2,2,20.22277777777778,0.02194307994298991
1,2,3,21.135555555555552,0.024182938313307287
1,2,4,25.21722222222222,0.03419890876170768
1,2,5,38.905,0.06778724140192673
1,2,6,126.56444444444446,0.28289407808924866
1,2,7,127.46444444444442,0.28510258116892856
1,2,8,57.88499999999999,0.11436211746006625
1,2,9,32.74166666666667,0.052663085126636935
1,2,10,30.766666666666666,0.0478166478128948
1,2,11,27.75333333333333,0.04042225231648486
1,2,12,26.237222222222222,0.03670187891867832
1,2,13,24.896666666666665,0.03341229994875995
1,2,14,23.627222222222215,0.030297219987606417
1,2,15,23.293888888888887,0.029479255884021265
1,2,16,24.10888888888889,0.03147917811728701
1,2,17,34.44611111111111,0.056845608242969095
1,2,18,37.33388888888889,0.06393190392702863
1,2,19,30.59444444444444,0.04739403302604245
1,2,20,28.77722222222222,0.042934765387997315
1,2,21,26.430555555555557,0.03717629809875772
1,2,22,24.00666666666667,0.031228335792187565
1,2,23,21.857777777777777,0.02595519387107516
1,3,0,19.645882352941175,0.02052744069587333
1,3,1,18.739411764705885,0.01830305948947673
1,3,2,18.837058823529407,0.01854267485629166
1,3,3,19.564117647058822,0.020326798912817436
1,3,4,21.954705882352943,0.026193045001588266
1,3,5,28.259411764705884,0.041664114287869175
1,3,6,53.379999999999995,0.10330733260011271
1,3,7,47.02764705882353,0.08771934256255463
1,3,8,33.684705882352944,0.05497720180675039
1,3,9,29.79529411764706,0.04543300418397661
1,3,10,27.396470588235296,0.03954654957029369
1,3,11,25.084117647058825,0.03387228446818785
1,3,12,23.775294117647057,0.030660572473228436
1,3,13,23.00941176470588,0.028781179656402745
1,3,14,21.787647058823527,0.02578310063908557
1,3,15,21.825294117647058,0.025875482467255195
1,3,16,22.93176470588235,0.0285906421358029
1,3,17,32.73352941176471,0.05264311717940236
1,3,18,34.465294117647055,0.05689268127520482
1,3,19,27.96588235294118,0.040943824721359184
1,3,20,26.028823529411767,0.03619049096881924
1,3,21,23.995882352941173,0.03120187224765979
1,3,22,22.694705882352935,0.028008925311547323
1,3,23,21.101764705882353,0.024100019207120325
1,4,0,19.015882352941176,0.018981488540097364
1,4,1,17.783529411764704,0.01595742713360748
1,4,2,17.814117647058826,0.016032487368995308
1,4,3,18.392352941176473,0.017451414511038054
1,4,4,19.986470588235292,0.021363207547595357
1,4,5,23.353529411764704,0.029625607304515664
1,4,6,38.31294117647059,0.06633439280735294
1,4,7,34.25941176470588,0.056387468152402226
1,4,8,28.245882352941173,0.0416309145683707
1,4,9,25.838823529411766,0.0357242514297757
1,4,10,24.6,0.03268431189656916
1,4,11,22.86176470588235,0.028418869674050013
1,4,12,21.44647058823529,0.024945890321298392
1,4,13,20.68235294117647,0.023070827902668168
1,4,14,19.958823529411763,0.02129536464253329
1,4,15,19.773529411764706,0.020840672832010947
1,4,16,20.728235294117646,0.02318341825574988
1,4,17,30.74647058823529,0.04776708881132463
1,4,18,31.517058823529418,0.049658029356671546
1,4,19,26.024117647058826,0.03617894324029804
1,4,20,24.01705882352941,0.031253837026005205
1,4,21,23.179999999999996,0.029199784815296326
1,4,22,20.877058823529413,0.023548615170232916
1,4,23,19.785294117647055,0.020869542153313946
1,5,0,20.345294117647057,0.02224372184733704
