month_of_year,day_of_week,hour_of_day,Price,NormalizedPrice
1,0,0,18.515,0.018122252908372598
1,0,1,17.749444444444446,0.016230345789212966
1,0,2,17.659444444444446,0.016007930003070832
1,0,3,18.18166666666667,0.01729849073747581
1,0,4,19.726666666666667,0.021116628399582428
1,0,5,22.771666666666665,0.028641695830724616
1,0,6,37.381666666666675,0.064747191781131
1,0,7,33.84277777777778,0.056001583400110064
1,0,8,28.284999999999997,0.042266722137357535
1,0,9,27.82666666666667,0.041134049152374466
1,0,10,25.46611111111111,0.03530044004547368
1,0,11,23.24055555555555,0.02980045461778609
1,0,12,22.151666666666667,0.027109498192856588
1,0,13,21.56166666666667,0.025651439150369278
1,0,14,21.12944444444444,0.02458329420210642
1,0,15,20.697222222222223,0.02351514925384359
1,0,16,21.595555555555553,0.025735188304410433
1,0,17,31.88055555555555,0.05115237008743091
1,0,18,33.78666666666667,0.055862916768009085
1,0,19,27.317222222222224,0.03987506596785387
1,0,20,25.583333333333332,0.035590129742239046
1,0,21,23.86,0.03133127931870264
1,0,22,21.76611111111111,0.026156679948519293
1,0,23,19.588333333333335,0.020774767098660267
1,1,0,19.419473684210526,0.020357466525245442
1,1,1,18.339473684210528,0.01768847709153984
1,1,2,16.031052631578945,0.011983707278560893
1,1,3,19.794210526315783,0.021283548628948344
1,1,4,22.342631578947373,0.027581427204972996
1,1,5,28.26947368421053,0.04222835216255526
1,1,6,45.711052631578944,0.08533149097521119
1,1,7,41.19789473684211,0.07417818474030596
1,1,8,32.23947368421053,0.05203935961793604
1,1,9,30.317368421052635,0.047289286805122746
1,1,10,27.27526315789473,0.039771373098096224
1,1,11,25.50315789473684,0.035391993262186505
1,1,12,24.32684210526316,0.03248497991699547
1,1,13,23.465263157894736,0.030355771484745914
1,1,14,22.788947368421052,0.028684401395900054
1,1,15,22.95736842105263,0.029100618071721596
1,1,16,25.013684210526314,0.034182363548080165
1,1,17,39.921578947368424,0.07102404274384588
1,1,18,44.490526315789474,0.08231522075261699
1,1,19,33.77052631578947,0.055823029336576166
1,1,20,29.81263157894737,0.04604193745477009
1,1,21,28.396315789473682,0.04254181534653334
1,1,22,24.498421052631578,0.03290900065548865
1,1,23,22.024736842105263,0.026795818229359836
1,2,0,21.065555555555555,0.02442540645268454
1,2,1,20.230555555555554,0.022361882214588076
1,2,2,20.374999999999996,0.022718845821976683
1,2,3,21.19,0.024732944329819345
1,2,4,25.197222222222223,0.03463593856095027
1,2,5,38.85666666666667,0.06839233938734929
1,2,6,127.34166666666667,0.28706412646275703
1,2,7,128.40555555555554,0.2896933007248692
1,2,8,58.47,0.11686250552291648
1,2,9,33.2511111111111,0.05453940554676821
1,2,10,31.038333333333338,0.049070997668965055
1,2,11,28.121111111111116,0.04186170573666663
1,2,12,26.543888888888887,0.0379639377313733
1,2,13,25.295,0.034877575464413335
1,2,14,23.935555555555553,0.03151799874410591
1,2,15,23.595,0.03067638839283969
1,2,16,24.620555555555555,0.03321083000529882
1,2,17,35.08888888888888,0.05908108098231253
1,2,18,38.06166666666667,0.06642766660976043
1,2,19,31.35888888888889,0.049863182289977465
1,2,20,29.433333333333337,0.045104582816097
1,2,21,26.98611111111111,0.039056795544763045
1,2,22,24.330555555555556,0.03249415691661861
1,2,23,22.037222222222223,0.026826673180848692
1,3,0,19.835294117647056,0.0213850779540982
1,3,1,18.83176470588235,0.018905069253715975
1,3,2,18.93941176470588,0.019171095978317357
1,3,3,19.765294117647063,0.021212087898209893
1,3,4,22.211176470588235,0.02725656396866081
1,3,5,29.137647058823532,0.04437385731391326
1,3,6,54.507058823529405,0.10706894244291938
1,3,7,48.15529411764705,0.09137191199348958
1,3,8,34.50411764705883,0.05763594369936871
1,3,9,30.83823529411765,0.04857649808343553
1,3,10,27.713529411764704,0.04085445458025243
1,3,11,25.427058823529407,0.0352039306538833
1,3,12,24.119411764705884,0.0319723601140535
1,3,13,23.320000000000004,0.029996784601849846
1,3,14,22.282941176470587,0.027433915118395054
1,3,15,22.24941176470588,0.02735105433532249
1,3,16,23.188235294117646,0.029671156261354165
1,3,17,33.11176470588235,0.05419504065493452
1,3,18,35.001764705882344,0.058865772163919305
1,3,19,28.51529411764706,0.04283584488425066
1,3,20,27.121764705882352,0.039392034443919186
1,3,21,24.790000000000003,0.0336295757755047
1,3,22,23.213529411764707,0.02973366527314575
1,3,23,21.582941176470587,0.025704014559511795
1,4,0,19.35235294117647,0.02019159193826362
1,4,1,18.05411764705882,0.016983280565612054
1,4,2,18.152352941176467,0.017226048123035166
1,4,3,18.66117647058823,0.01848349684860997
1,4,4,20.28411764705882,0.022494249488911586
1,4,5,23.954705882352943,0.03156532468843391
1,4,6,39.134705882352954,0.06907945395107382
1,4,7,34.71176470588236,0.05814909907523913
1,4,8,28.481764705882355,0.0427529841011781
1,4,9,26.587058823529414,0.03807062300860416
1,4,10,25.15705882352941,0.03453668329545692
1,4,11,23.46411764705882,0.03035294059926697
1,4,12,22.154705882352943,0.027117008965591237
1,4,13,21.441764705882356,0.025355127051837872
1,4,14,20.76,0.02367029112936249
1,4,15,20.391764705882355,0.022760276213512974
1,4,16,21.355882352941173,0.02514288715133621
1,4,17,31.783529411764704,0.05091259068690225
1,4,18,32.18941176470588,0.05191564227146481
1,4,19,26.61941176470588,0.03815057639577943
1,4,20,24.821176470588238,0.03370662176678269
1,4,21,23.724117647058822,0.030995475092566477
1,4,22,21.427058823529414,0.025318784603121834
1,4,23,20.157647058823528,0.022181704429953687
1,5,0,20.747058823529414,0.023638309774492376
1,5,1,19.184705882352944,0.01977728802290083
1,5,2,18.457058823529415,0.01797906366043143
1,5,3,18.33117647058824,0.01766797229942217
1,5,4,19.321176470588238,0.020114545946985633
1,5,5,20.90705882352941,0.02403371561652283
1,5,6,25.225294117647053,0.03470531225749931
1,5,7,27.84235294117647,0.04117281443100489
1,5,8,32.41764705882353,0.05247967707553769
1,5,9,31.191764705882353,0.04945017055056901
1,5,10,27.097647058823526,0.03933243282802487
1,5,11,24.915294117647054,0.0339392134385653
1,5,12,22.45411764705882,0.027856941221449695
1,5,13,20.985294117647058,0.024227057443692135
1,5,14,20.36058823529412,0.02268323022223498
1,5,15,19.935882352941178,0.021633660303315892
1,5,16,20.49882352941176,0.023024849240165686
1,5,17,27.721176470588233,0.04087335265358476
1,5,18,31.573529411764707,0.05039362051923728
1,5,19,26.390588235294118,0.03758508789375793
1,5,20,24.197058823529414,0.032164248243274164
1,5,21,22.838235294117645,0.028806205981912532
1,5,22,21.39764705882353,0.025246099705689758
1,5,23,19.89588235294118,0.021534808842808277
1,6,0,18.832222222222224,0.018906199907676044
1,6,1,17.134444444444444,0.014710504583908386
1,6,2,16.453888888888894,0.013028656818327447
1,6,3,16.73777777777778,0.013730227600541205
1,6,4,17.500555555555557,0.015615270034943361
1,6,5,19.01,0.019345539732154332
1,6,6,23.481111111111108,0.030394936317783283
1,6,7,25.808333333333334,0.03614616920759439
1,6,8,27.805,0.041080504611266166
1,6,9,26.620555555555555,0.03815340303067957
